"Date","Price","Open","High","Low","Vol.","Change %"
"10/20/2025","1,427.78","1,418.34","1,428.75","1,418.34","","1.04%"
"10/17/2025","1,413.13","1,419.63","1,419.96","1,399.66","","-0.95%"
"10/16/2025","1,426.66","1,417.36","1,426.66","1,415.89","","0.70%"
"10/15/2025","1,416.73","1,413.10","1,420.31","1,413.10","","0.57%"
"10/14/2025","1,408.66","1,409.38","1,409.38","1,398.10","","-0.36%"
"10/13/2025","1,413.80","1,409.27","1,417.10","1,408.27","","0.44%"
"10/10/2025","1,407.62","1,424.40","1,427.52","1,407.30","","-1.25%"
"10/09/2025","1,425.47","1,430.00","1,431.91","1,425.47","","-0.42%"
"10/08/2025","1,431.51","1,420.15","1,432.83","1,420.15","","0.79%"
"10/07/2025","1,420.24","1,422.93","1,426.10","1,419.48","","-0.17%"
"10/06/2025","1,422.61","1,424.18","1,426.19","1,416.64","","-0.04%"
"10/03/2025","1,423.11","1,418.56","1,423.41","1,418.56","","0.50%"
"10/02/2025","1,415.99","1,414.08","1,421.68","1,414.08","","0.54%"
"10/01/2025","1,408.33","1,390.95","1,409.51","1,390.95","","1.17%"
"09/30/2025","1,392.08","1,384.96","1,392.17","1,379.98","","0.48%"
"09/29/2025","1,385.47","1,385.87","1,389.44","1,382.89","","0.18%"
"09/26/2025","1,382.96","1,373.26","1,384.53","1,373.26","","0.80%"
"09/25/2025","1,371.95","1,380.37","1,380.37","1,369.50","","-0.66%"
"09/24/2025","1,381.02","1,383.44","1,384.26","1,375.53","","-0.19%"
"09/23/2025","1,383.61","1,380.76","1,389.38","1,380.76","","0.28%"
"09/22/2025","1,379.75","1,382.23","1,382.23","1,376.35","","-0.13%"
"09/19/2025","1,381.49","1,383.75","1,388.22","1,381.48","","-0.16%"
"09/18/2025","1,383.71","1,375.44","1,385.62","1,375.44","","0.80%"
"09/17/2025","1,372.75","1,374.88","1,377.09","1,371.58","","-0.02%"
"09/16/2025","1,373.00","1,388.90","1,389.87","1,372.67","","-1.14%"
"09/15/2025","1,388.86","1,385.92","1,392.60","1,385.92","","0.42%"
"09/12/2025","1,383.09","1,384.46","1,387.21","1,379.61","","-0.09%"
"09/11/2025","1,384.30","1,377.56","1,385.65","1,377.30","","0.55%"
"09/10/2025","1,376.67","1,380.52","1,385.07","1,375.65","","-0.02%"
"09/09/2025","1,376.93","1,377.31","1,381.05","1,373.65","","0.06%"
"09/08/2025","1,376.05","1,371.62","1,377.44","1,371.17","","0.51%"
"09/05/2025","1,369.00","1,373.20","1,377.68","1,366.12","","-0.16%"
"09/04/2025","1,371.20","1,363.20","1,372.17","1,362.20","","0.61%"
"09/03/2025","1,362.87","1,357.35","1,364.76","1,354.95","","0.67%"
"09/02/2025","1,353.86","1,373.86","1,373.86","1,353.86","","-1.50%"
"09/01/2025","1,374.44","1,372.01","1,377.28","1,371.87","","0.23%"
"08/29/2025","1,371.23","1,377.89","1,379.47","1,370.82","","-0.64%"
"08/28/2025","1,380.02","1,383.64","1,387.79","1,377.48","","-0.19%"
"08/27/2025","1,382.59","1,382.95","1,386.28","1,379.07","","0.10%"
"08/26/2025","1,381.14","1,388.84","1,388.84","1,379.08","","-0.83%"
"08/25/2025","1,392.64","1,397.64","1,398.36","1,392.30","","-0.44%"
"08/22/2025","1,398.82","1,392.44","1,403.74","1,391.12","","0.40%"
"08/21/2025","1,393.26","1,393.35","1,393.81","1,386.74","","0.01%"
"08/20/2025","1,393.13","1,388.82","1,394.94","1,384.79","","0.23%"
"08/19/2025","1,389.93","1,381.29","1,390.96","1,381.29","","0.69%"
"08/18/2025","1,380.45","1,380.60","1,381.88","1,375.92","","0.08%"
"08/15/2025","1,379.32","1,381.61","1,386.40","1,378.15","","-0.05%"
"08/14/2025","1,379.95","1,373.08","1,379.95","1,373.08","","0.63%"
"08/13/2025","1,371.33","1,365.94","1,372.28","1,365.94","","0.55%"
"08/12/2025","1,363.85","1,363.54","1,366.34","1,359.38","","0.21%"
"08/11/2025","1,361.01","1,364.56","1,367.07","1,359.62","","-0.06%"
"08/08/2025","1,361.79","1,360.24","1,364.66","1,359.12","","0.19%"
"08/07/2025","1,359.17","1,345.44","1,362.53","1,345.44","","0.97%"
"08/06/2025","1,346.10","1,349.15","1,352.52","1,343.93","","-0.06%"
"08/05/2025","1,346.91","1,347.79","1,352.49","1,345.28","","0.15%"
"08/04/2025","1,344.94","1,334.59","1,344.95","1,333.41","","0.92%"
"08/01/2025","1,332.74","1,353.50","1,353.50","1,328.87","","-1.89%"
"07/31/2025","1,358.42","1,370.39","1,375.43","1,357.99","","-0.74%"
"07/30/2025","1,368.59","1,368.20","1,371.67","1,364.89","","-0.02%"
"07/29/2025","1,368.84","1,366.50","1,378.44","1,366.50","","0.29%"
"07/28/2025","1,364.87","1,374.32","1,380.49","1,363.31","","-0.21%"
"07/25/2025","1,367.72","1,369.53","1,369.53","1,362.90","","-0.29%"
"07/24/2025","1,371.68","1,371.79","1,377.88","1,369.24","","0.25%"
"07/23/2025","1,368.28","1,358.71","1,370.89","1,358.71","","1.08%"
"07/22/2025","1,353.62","1,357.20","1,357.20","1,349.61","","-0.41%"
"07/21/2025","1,359.19","1,360.84","1,361.54","1,354.64","","-0.06%"
"07/18/2025","1,360.06","1,362.28","1,366.38","1,358.60","","-0.01%"
"07/17/2025","1,360.13","1,353.85","1,360.59","1,353.85","","0.96%"
"07/16/2025","1,347.20","1,351.61","1,356.70","1,347.19","","-0.57%"
"07/15/2025","1,354.95","1,360.53","1,364.96","1,354.55","","-0.37%"
"07/14/2025","1,360.03","1,355.92","1,360.03","1,352.98","","-0.06%"
"07/11/2025","1,360.86","1,372.14","1,372.14","1,359.14","","-1.01%"
"07/10/2025","1,374.76","1,369.45","1,376.16","1,369.45","","0.54%"
"07/09/2025","1,367.36","1,358.65","1,369.30","1,357.65","","0.78%"
"07/08/2025","1,356.81","1,351.65","1,357.01","1,348.12","","0.41%"
"07/07/2025","1,351.28","1,345.12","1,351.67","1,344.41","","0.44%"
"07/04/2025","1,345.39","1,348.69","1,348.69","1,339.63","","-0.46%"
"07/03/2025","1,351.61","1,347.75","1,351.61","1,345.62","","0.48%"
"07/02/2025","1,345.22","1,345.87","1,350.89","1,339.35","","0.18%"
"07/01/2025","1,342.80","1,346.73","1,348.56","1,335.79","","-0.19%"
"06/30/2025","1,345.42","1,353.34","1,354.31","1,344.18","","-0.42%"
"06/27/2025","1,351.04","1,340.81","1,351.04","1,340.81","","1.15%"
"06/26/2025","1,335.72","1,335.74","1,339.63","1,332.30","","0.11%"
"06/25/2025","1,334.27","1,345.91","1,349.58","1,334.03","","-0.74%"
"06/24/2025","1,344.22","1,336.45","1,349.72","1,336.45","","1.11%"
"06/23/2025","1,329.43","1,330.78","1,335.35","1,322.75","","-0.27%"
"06/20/2025","1,333.02","1,333.12","1,342.77","1,332.35","","0.12%"
"06/19/2025","1,331.36","1,338.49","1,338.80","1,331.35","","-0.80%"
"06/18/2025","1,342.08","1,345.81","1,347.73","1,339.57","","-0.35%"
"06/17/2025","1,346.83","1,353.06","1,353.06","1,342.75","","-0.84%"
"06/16/2025","1,358.30","1,353.38","1,360.52","1,353.24","","0.36%"
"06/13/2025","1,353.38","1,359.72","1,359.72","1,349.81","","-0.89%"
"06/12/2025","1,365.54","1,367.01","1,369.05","1,356.53","","-0.32%"
"06/11/2025","1,369.95","1,373.11","1,376.36","1,369.95","","-0.27%"
"06/10/2025","1,373.62","1,373.34","1,376.04","1,369.53","","-0.02%"
"06/09/2025","1,373.87","1,374.49","1,375.91","1,370.64","","-0.06%"
"06/06/2025","1,374.75","1,369.76","1,376.18","1,369.12","","0.32%"
"06/05/2025","1,370.37","1,368.44","1,375.10","1,363.96","","0.17%"
"06/04/2025","1,368.09","1,364.63","1,371.44","1,364.38","","0.48%"
"06/03/2025","1,361.60","1,361.83","1,364.25","1,353.45","","0.10%"
"06/02/2025","1,360.22","1,358.79","1,361.87","1,351.37","","-0.13%"
"05/30/2025","1,362.03","1,359.89","1,369.15","1,358.62","","0.15%"
"05/29/2025","1,360.00","1,365.93","1,369.86","1,359.46","","-0.15%"
"05/28/2025","1,362.03","1,370.12","1,373.09","1,362.03","","-0.60%"
"05/27/2025","1,370.32","1,365.69","1,374.92","1,365.69","","0.34%"
"05/26/2025","1,365.69","1,357.54","1,366.59","1,357.54","","1.02%"
"05/23/2025","1,351.88","1,364.84","1,369.46","1,332.68","","-0.91%"
"05/22/2025","1,364.34","1,370.01","1,370.01","1,356.20","","-0.63%"
"05/21/2025","1,372.93","1,372.79","1,373.94","1,364.11","","-0.02%"
"05/20/2025","1,373.23","1,364.59","1,375.37","1,363.90","","0.74%"
"05/19/2025","1,363.13","1,357.93","1,363.13","1,351.16","","0.28%"
"05/16/2025","1,359.35","1,355.96","1,363.30","1,353.33","","0.45%"
"05/15/2025","1,353.29","1,341.37","1,353.29","1,338.51","","0.64%"
"05/14/2025","1,344.65","1,347.68","1,349.38","1,340.88","","-0.21%"
"05/13/2025","1,347.50","1,345.64","1,349.88","1,345.60","","0.15%"
"05/12/2025","1,345.54","1,330.33","1,345.57","1,330.33","","1.27%"
"05/09/2025","1,328.71","1,323.72","1,331.00","1,323.72","","0.48%"
"05/08/2025","1,322.30","1,317.98","1,329.70","1,317.98","","0.47%"
"05/07/2025","1,316.12","1,320.79","1,321.05","1,313.88","","-0.53%"
"05/06/2025","1,323.10","1,325.55","1,328.56","1,312.40","","-0.16%"
"05/05/2025","1,325.19","1,322.07","1,326.14","1,321.57","","0.25%"
"05/02/2025","1,321.93","1,307.36","1,323.32","1,307.36","","1.74%"
"04/30/2025","1,299.34","1,294.73","1,300.21","1,285.64","","0.48%"
"04/29/2025","1,293.16","1,289.11","1,294.10","1,287.83","","0.40%"
"04/28/2025","1,288.07","1,284.19","1,291.46","1,284.19","","0.53%"
"04/25/2025","1,281.22","1,278.70","1,284.97","1,276.19","","0.39%"
"04/24/2025","1,276.22","1,268.65","1,277.07","1,261.90","","2.21%"
"04/22/2025","1,248.63","1,241.87","1,248.63","1,235.29","","0.39%"
"04/17/2025","1,243.79","1,243.95","1,245.53","1,236.60","","-0.11%"
"04/16/2025","1,245.14","1,243.25","1,245.33","1,230.58","","-0.19%"
"04/15/2025","1,247.51","1,229.94","1,248.49","1,229.94","","1.67%"
"04/14/2025","1,227.07","1,205.53","1,231.67","1,205.53","","2.70%"
"04/11/2025","1,194.85","1,198.81","1,205.35","1,177.04","","-0.06%"
"04/10/2025","1,195.56","1,159.31","1,236.85","1,159.31","","3.78%"
"04/09/2025","1,152.03","1,178.53","1,178.53","1,138.34","","-3.49%"
"04/08/2025","1,193.74","1,169.98","1,206.50","1,169.55","","2.75%"
"04/07/2025","1,161.83","1,209.08","1,213.48","1,137.93","","-4.49%"
"04/04/2025","1,216.49","1,274.12","1,274.12","1,206.43","","-5.12%"
"04/03/2025","1,282.11","1,305.77","1,305.77","1,278.49","","-2.55%"
"04/02/2025","1,315.69","1,319.55","1,319.55","1,306.32","","-0.49%"
"04/01/2025","1,322.16","1,313.67","1,325.08","1,313.33","","1.07%"
"03/31/2025","1,308.14","1,323.58","1,323.58","1,303.06","","-1.50%"
"03/28/2025","1,328.02","1,336.14","1,338.72","1,323.95","","-0.74%"
"03/27/2025","1,337.89","1,338.37","1,339.93","1,329.09","","-0.34%"
"03/26/2025","1,342.46","1,352.31","1,354.34","1,341.66","","-0.68%"
"03/25/2025","1,351.60","1,344.86","1,357.64","1,344.86","","0.67%"
"03/24/2025","1,342.66","1,348.04","1,352.63","1,339.55","","-0.13%"
"03/21/2025","1,344.36","1,348.47","1,348.75","1,338.78","","-0.57%"
"03/20/2025","1,352.05","1,358.10","1,360.59","1,344.45","","-0.43%"
"03/19/2025","1,357.84","1,355.23","1,359.71","1,350.54","","0.20%"
"03/18/2025","1,355.17","1,348.79","1,358.88","1,348.79","","0.61%"
"03/17/2025","1,346.91","1,337.95","1,348.08","1,337.10","","0.79%"
"03/14/2025","1,336.31","1,322.94","1,337.85","1,319.90","","1.14%"
"03/13/2025","1,321.25","1,323.56","1,331.37","1,318.46","","-0.13%"
"03/12/2025","1,322.99","1,316.40","1,331.40","1,314.85","","0.81%"
"03/11/2025","1,312.33","1,333.87","1,336.55","1,309.97","","-1.66%"
"03/10/2025","1,334.54","1,355.18","1,358.39","1,332.93","","-1.74%"
"03/06/2025","1,358.24","1,361.03","1,364.43","1,346.49","","0.04%"
"03/05/2025","1,357.66","1,346.49","1,369.07","1,346.49","","0.91%"
"03/04/2025","1,345.40","1,369.74","1,369.74","1,344.27","","-2.14%"
"03/03/2025","1,374.82","1,361.57","1,379.83","1,358.04","","1.07%"
"02/28/2025","1,360.32","1,355.58","1,360.32","1,348.13","","0.01%"
"02/27/2025","1,360.12","1,363.29","1,363.29","1,353.12","","-0.43%"
"02/26/2025","1,366.02","1,354.99","1,368.19","1,354.99","","0.99%"
"02/25/2025","1,352.68","1,348.34","1,359.60","1,347.25","","0.15%"
"02/24/2025","1,350.69","1,352.06","1,355.48","1,343.82","","-0.08%"
"02/21/2025","1,351.81","1,346.47","1,353.65","1,346.47","","0.52%"
"02/20/2025","1,344.84","1,346.26","1,352.10","1,343.10","","-0.15%"
"02/19/2025","1,346.82","1,358.77","1,360.25","1,344.38","","-0.91%"
"02/18/2025","1,359.16","1,357.69","1,361.09","1,353.27","","0.31%"
"02/17/2025","1,354.90","1,348.49","1,355.53","1,348.18","","0.55%"
"02/14/2025","1,347.51","1,350.40","1,352.88","1,345.44","","-0.22%"
"02/13/2025","1,350.44","1,339.04","1,350.44","1,338.47","","1.11%"
"02/12/2025","1,335.62","1,334.71","1,337.59","1,328.97","","0.11%"
"02/11/2025","1,334.13","1,329.78","1,335.02","1,329.06","","0.23%"
"02/10/2025","1,331.07","1,324.71","1,332.48","1,324.71","","0.59%"
"02/07/2025","1,323.29","1,327.26","1,330.21","1,321.69","","-0.38%"
"02/06/2025","1,328.38","1,316.07","1,329.88","1,316.07","","1.17%"
"02/05/2025","1,313.06","1,306.30","1,313.06","1,304.39","","0.47%"
"02/04/2025","1,306.92","1,305.17","1,307.54","1,295.54","","0.22%"
"02/03/2025","1,304.01","1,306.29","1,306.29","1,293.86","","-0.87%"
"01/31/2025","1,315.40","1,316.04","1,321.65","1,313.71","","0.13%"
"01/30/2025","1,313.71","1,304.80","1,314.32","1,304.80","","0.86%"
"01/29/2025","1,302.54","1,297.77","1,305.74","1,297.35","","0.50%"
"01/28/2025","1,296.06","1,293.77","1,301.31","1,293.19","","0.36%"
"01/27/2025","1,291.39","1,291.21","1,293.67","1,281.23","","-0.07%"
"01/24/2025","1,292.33","1,295.68","1,300.08","1,290.08","","-0.05%"
"01/23/2025","1,292.97","1,288.77","1,293.37","1,284.80","","0.43%"
"01/22/2025","1,287.37","1,284.69","1,293.47","1,284.69","","0.39%"
"01/21/2025","1,282.35","1,277.92","1,282.46","1,276.14","","0.40%"
"01/20/2025","1,277.19","1,276.53","1,281.30","1,274.09","","0.06%"
"01/17/2025","1,276.41","1,269.74","1,278.51","1,269.74","","0.69%"
"01/16/2025","1,267.72","1,259.62","1,267.72","1,259.62","","0.98%"
"01/15/2025","1,255.36","1,240.08","1,257.27","1,240.08","","1.33%"
"01/14/2025","1,238.91","1,243.00","1,247.83","1,238.19","","-0.08%"
"01/13/2025","1,239.86","1,243.80","1,243.80","1,234.53","","-0.55%"
"01/10/2025","1,246.73","1,256.84","1,257.75","1,246.02","","-0.83%"
"01/09/2025","1,257.14","1,248.60","1,258.09","1,245.99","","0.43%"
"01/08/2025","1,251.78","1,254.93","1,260.40","1,245.20","","-0.19%"
"01/07/2025","1,254.22","1,250.35","1,256.63","1,245.31","","0.32%"
"01/06/2025","1,250.19","1,239.91","1,250.35","1,238.99","","0.95%"
"01/03/2025","1,238.41","1,244.94","1,244.94","1,236.14","","-0.49%"
"01/02/2025","1,244.46","1,236.99","1,244.63","1,232.78","","0.62%"
"12/31/2024","1,236.82","1,229.92","1,237.07","1,228.72","","0.55%"
"12/30/2024","1,230.05","1,233.60","1,234.99","1,226.89","","-0.46%"
"12/27/2024","1,235.72","1,235.72","1,235.72","1,235.72","","0.67%"
"12/24/2024","1,227.52","1,227.02","1,229.15","1,227.02","","0.18%"
"12/23/2024","1,225.32","1,223.60","1,228.43","1,220.84","","0.14%"
"12/20/2024","1,223.55","1,230.33","1,230.33","1,209.42","","-0.88%"
"12/19/2024","1,234.43","1,245.41","1,245.41","1,231.40","","-1.50%"
"12/18/2024","1,253.19","1,251.79","1,255.43","1,249.87","","0.15%"
"12/17/2024","1,251.31","1,252.78","1,253.93","1,248.21","","-0.42%"
"12/16/2024","1,256.53","1,257.68","1,258.21","1,252.95","","-0.12%"
"12/13/2024","1,258.05","1,262.34","1,264.89","1,255.97","","-0.53%"
"12/12/2024","1,264.74","1,267.09","1,268.32","1,263.51","","-0.14%"
"12/11/2024","1,266.53","1,261.02","1,267.91","1,259.40","","0.28%"
"12/10/2024","1,262.96","1,267.94","1,268.71","1,262.72","","-0.52%"
"12/09/2024","1,269.58","1,270.63","1,274.30","1,266.92","","0.14%"
"12/06/2024","1,267.76","1,265.97","1,270.45","1,264.63","","0.18%"
"12/05/2024","1,265.44","1,259.75","1,265.82","1,259.75","","0.41%"
"12/04/2024","1,260.33","1,256.93","1,263.49","1,256.41","","0.37%"
"12/03/2024","1,255.63","1,252.51","1,259.89","1,252.51","","0.38%"
"12/02/2024","1,250.88","1,241.36","1,252.92","1,238.77","","0.67%"
"11/29/2024","1,242.58","1,234.46","1,243.02","1,232.44","","0.58%"
"11/28/2024","1,235.39","1,233.01","1,239.35","1,232.41","","0.48%"
"11/27/2024","1,229.53","1,231.23","1,231.23","1,224.40","","-0.18%"
"11/26/2024","1,231.80","1,235.98","1,238.20","1,228.94","","-0.57%"
"11/25/2024","1,238.82","1,240.92","1,244.92","1,236.16","","0.06%"
"11/22/2024","1,238.04","1,227.04","1,239.80","1,223.16","","1.18%"
"11/21/2024","1,223.57","1,218.20","1,224.45","1,210.90","","0.42%"
"11/20/2024","1,218.40","1,221.91","1,227.04","1,216.13","","-0.02%"
"11/19/2024","1,218.67","1,226.38","1,229.36","1,206.36","","-0.44%"
"11/18/2024","1,224.10","1,223.78","1,226.41","1,217.22","","-0.01%"
"11/15/2024","1,224.21","1,229.71","1,231.07","1,222.77","","-0.77%"
"11/14/2024","1,233.72","1,223.12","1,235.15","1,221.69","","1.11%"
"11/13/2024","1,220.15","1,220.85","1,224.12","1,212.83","","-0.13%"
"11/12/2024","1,221.69","1,241.02","1,241.02","1,220.88","","-1.98%"
"11/11/2024","1,246.35","1,238.02","1,249.94","1,238.02","","1.14%"
"11/08/2024","1,232.36","1,241.80","1,243.18","1,229.40","","-0.64%"
"11/07/2024","1,240.34","1,233.82","1,245.26","1,233.82","","0.66%"
"11/06/2024","1,232.22","1,243.11","1,262.55","1,230.12","","-0.54%"
"11/05/2024","1,238.89","1,237.68","1,241.90","1,234.05","","0.07%"
"11/04/2024","1,238.04","1,241.03","1,245.79","1,238.04","","-0.33%"
"11/01/2024","1,242.14","1,228.86","1,245.23","1,228.86","","1.09%"
"10/31/2024","1,228.74","1,239.87","1,239.87","1,224.11","","-1.19%"
"10/30/2024","1,243.54","1,255.80","1,255.80","1,240.94","","-1.24%"
"10/29/2024","1,259.12","1,267.98","1,271.12","1,258.95","","-0.56%"
"10/28/2024","1,266.26","1,263.43","1,268.29","1,257.72","","0.41%"
"10/25/2024","1,261.03","1,260.39","1,263.36","1,256.98","","-0.03%"
"10/24/2024","1,261.44","1,261.73","1,270.03","1,261.44","","0.03%"
"10/23/2024","1,261.03","1,263.06","1,268.13","1,259.47","","-0.30%"
"10/22/2024","1,264.83","1,267.99","1,267.99","1,257.11","","-0.21%"
"10/21/2024","1,267.54","1,274.49","1,278.71","1,267.15","","-0.66%"
"10/18/2024","1,275.95","1,272.75","1,277.37","1,271.64","","0.21%"
"10/17/2024","1,273.29","1,263.45","1,277.58","1,263.42","","0.83%"
"10/16/2024","1,262.76","1,261.16","1,265.60","1,259.18","","-0.19%"
"10/15/2024","1,265.11","1,276.73","1,279.68","1,265.11","","-0.79%"
"10/14/2024","1,275.21","1,269.35","1,275.21","1,266.83","","0.53%"
"10/11/2024","1,268.44","1,260.95","1,269.68","1,258.81","","0.55%"
"10/10/2024","1,261.46","1,264.17","1,266.24","1,258.32","","-0.17%"
"10/09/2024","1,263.61","1,255.64","1,263.76","1,254.66","","0.66%"
"10/08/2024","1,255.33","1,258.94","1,258.94","1,249.15","","-0.53%"
"10/07/2024","1,262.06","1,261.21","1,264.15","1,255.10","","0.18%"
"10/04/2024","1,259.84","1,255.14","1,262.21","1,253.03","","0.44%"
"10/03/2024","1,254.30","1,263.18","1,263.30","1,251.82","","-0.92%"
"10/02/2024","1,266.01","1,267.17","1,270.52","1,259.98","","0.05%"
"10/01/2024","1,265.37","1,271.20","1,276.72","1,261.61","","-0.38%"
"09/30/2024","1,270.17","1,280.42","1,281.98","1,268.88","","-0.98%"
"09/27/2024","1,282.77","1,276.50","1,284.23","1,276.50","","0.47%"
"09/26/2024","1,276.74","1,266.58","1,278.95","1,266.58","","1.26%"
"09/25/2024","1,260.82","1,259.41","1,263.71","1,256.25","","-0.10%"
"09/24/2024","1,262.03","1,258.44","1,265.28","1,257.47","","0.66%"
"09/23/2024","1,253.81","1,249.36","1,254.82","1,246.44","","0.41%"
"09/20/2024","1,248.74","1,264.53","1,264.53","1,247.80","","-1.42%"
"09/19/2024","1,266.73","1,255.33","1,268.28","1,255.33","","1.39%"
"09/18/2024","1,249.35","1,255.46","1,255.46","1,248.52","","-0.50%"
"09/17/2024","1,255.65","1,252.94","1,260.75","1,252.94","","0.40%"
"09/16/2024","1,250.59","1,249.62","1,253.99","1,247.88","","-0.16%"
"09/13/2024","1,252.59","1,245.11","1,255.30","1,245.11","","0.76%"
"09/12/2024","1,243.19","1,239.83","1,249.14","1,237.24","","0.80%"
"09/11/2024","1,233.29","1,233.92","1,241.83","1,228.38","","0.01%"
"09/10/2024","1,233.13","1,239.78","1,243.63","1,231.05","","-0.54%"
"09/09/2024","1,239.80","1,231.76","1,242.72","1,231.76","","0.82%"
"09/06/2024","1,229.74","1,241.04","1,248.01","1,228.64","","-1.07%"
"09/05/2024","1,243.07","1,248.12","1,251.15","1,243.07","","-0.53%"
"09/04/2024","1,249.65","1,254.66","1,254.66","1,245.90","","-0.96%"
"09/03/2024","1,261.82","1,274.33","1,275.80","1,260.21","","-0.97%"
"09/02/2024","1,274.19","1,273.92","1,274.43","1,266.76","","-0.02%"
"08/30/2024","1,274.47","1,273.20","1,278.37","1,273.20","","0.09%"
"08/29/2024","1,273.28","1,264.12","1,273.73","1,264.12","","0.78%"
"08/28/2024","1,263.42","1,260.71","1,266.29","1,260.71","","0.33%"
"08/27/2024","1,259.23","1,257.85","1,261.75","1,256.42","","0.16%"
"08/26/2024","1,257.17","1,257.60","1,259.37","1,256.02","","-0.02%"
"08/23/2024","1,257.37","1,252.51","1,258.83","1,251.86","","0.46%"
"08/22/2024","1,251.56","1,247.93","1,255.31","1,247.93","","0.36%"
"08/21/2024","1,247.10","1,243.43","1,248.81","1,243.13","","0.33%"
"08/20/2024","1,243.01","1,248.99","1,251.54","1,242.81","","-0.45%"
"08/19/2024","1,248.66","1,240.97","1,250.76","1,239.90","","0.62%"
"08/16/2024","1,240.99","1,238.80","1,243.70","1,237.35","","0.31%"
"08/15/2024","1,237.16","1,224.95","1,238.67","1,223.76","","1.23%"
"08/14/2024","1,222.08","1,217.15","1,222.28","1,217.15","","0.49%"
"08/13/2024","1,216.16","1,211.68","1,216.31","1,206.24","","0.52%"
"08/12/2024","1,209.89","1,211.62","1,215.86","1,207.73","","-0.02%"
"08/09/2024","1,210.16","1,205.96","1,215.25","1,203.34","","0.57%"
"08/08/2024","1,203.28","1,200.27","1,204.51","1,187.88","","0.14%"
"08/07/2024","1,201.60","1,187.52","1,204.73","1,186.56","","1.54%"
"08/06/2024","1,183.33","1,185.39","1,191.80","1,173.57","","0.29%"
"08/05/2024","1,179.96","1,195.54","1,195.54","1,162.48","","-2.16%"
"08/02/2024","1,206.01","1,235.20","1,235.20","1,203.61","","-2.73%"
"08/01/2024","1,239.89","1,254.22","1,254.79","1,238.36","","-1.21%"
"07/31/2024","1,255.05","1,245.61","1,258.04","1,245.61","","0.80%"
"07/30/2024","1,245.09","1,241.65","1,249.21","1,240.52","","0.45%"
"07/29/2024","1,239.53","1,244.10","1,248.88","1,238.78","","-0.20%"
"07/26/2024","1,241.98","1,230.87","1,243.26","1,230.85","","0.83%"
"07/25/2024","1,231.77","1,235.66","1,235.66","1,220.05","","-0.71%"
"07/24/2024","1,240.61","1,243.85","1,244.56","1,236.86","","-0.61%"
"07/23/2024","1,248.28","1,247.72","1,254.48","1,243.70","","0.13%"
"07/22/2024","1,246.63","1,238.01","1,251.41","1,238.01","","0.95%"
"07/19/2024","1,234.87","1,242.19","1,242.19","1,233.90","","-0.78%"
"07/18/2024","1,244.52","1,248.99","1,254.86","1,244.52","","-0.16%"
"07/17/2024","1,246.49","1,250.11","1,250.36","1,241.55","","-0.47%"
"07/16/2024","1,252.43","1,253.60","1,253.60","1,247.83","","-0.27%"
"07/15/2024","1,255.88","1,265.91","1,268.84","1,255.68","","-1.02%"
"07/12/2024","1,268.85","1,258.36","1,270.46","1,258.36","","0.88%"
"07/11/2024","1,257.75","1,252.57","1,260.45","1,251.35","","0.60%"
"07/10/2024","1,250.28","1,239.26","1,250.53","1,239.26","","0.91%"
"07/09/2024","1,238.98","1,248.27","1,250.39","1,237.46","","-0.90%"
"07/08/2024","1,250.29","1,250.62","1,258.44","1,248.17","","-0.03%"
"07/05/2024","1,250.68","1,254.76","1,259.64","1,247.25","","-0.18%"
"07/04/2024","1,252.96","1,246.50","1,254.86","1,246.50","","0.58%"
"07/03/2024","1,245.74","1,239.63","1,247.84","1,239.63","","0.74%"
"07/02/2024","1,236.62","1,239.52","1,239.52","1,229.79","","-0.41%"
"07/01/2024","1,241.66","1,243.55","1,251.56","1,240.78","","0.32%"
"06/28/2024","1,237.65","1,242.77","1,245.93","1,235.98","","-0.23%"
"06/27/2024","1,240.49","1,245.03","1,247.42","1,240.34","","-0.41%"
"06/26/2024","1,245.61","1,255.22","1,260.33","1,242.36","","-0.56%"
"06/25/2024","1,252.59","1,254.22","1,254.22","1,248.92","","-0.23%"
"06/24/2024","1,255.44","1,244.77","1,258.09","1,244.54","","0.74%"
"06/21/2024","1,246.23","1,253.78","1,254.43","1,243.39","","-0.73%"
"06/20/2024","1,255.42","1,245.01","1,255.42","1,244.66","","0.94%"
"06/19/2024","1,243.70","1,246.37","1,247.27","1,243.06","","-0.16%"
"06/18/2024","1,245.66","1,240.91","1,246.27","1,239.13","","0.70%"
"06/17/2024","1,237.06","1,238.25","1,244.65","1,230.52","","0.09%"
"06/14/2024","1,236.00","1,250.53","1,250.53","1,232.46","","-0.96%"
"06/13/2024","1,248.02","1,262.34","1,262.34","1,246.61","","-1.30%"
"06/12/2024","1,264.48","1,252.67","1,266.77","1,252.67","","1.08%"
"06/11/2024","1,250.91","1,263.13","1,265.81","1,246.93","","-0.93%"
"06/10/2024","1,262.68","1,263.14","1,263.14","1,254.89","","-0.25%"
"06/07/2024","1,265.88","1,269.99","1,270.82","1,258.92","","-0.21%"
"06/06/2024","1,268.58","1,264.78","1,270.69","1,264.78","","0.70%"
"06/05/2024","1,259.76","1,252.18","1,262.66","1,252.18","","0.81%"
"06/04/2024","1,249.58","1,255.13","1,255.13","1,244.94","","-0.53%"
"06/03/2024","1,256.26","1,257.36","1,263.75","1,254.51","","0.33%"
"05/31/2024","1,252.17","1,248.34","1,253.92","1,247.02","","0.33%"
